amount_of_players;round_result;MO;bank;real_x
21;75.37;1.834;75.37;1.01
21;93.08;1.833;102.9;1.02
25;203.29;1.833;203.29;1.01
22;208.7;1.833;303.95;2.27
23;-75.06;1.834;73.6;3.0
25;77.46;1.833;94.86;1.49
23;154.8;1.833;154.8;1.01
23;78.8;1.832;78.8;1.0
23;61.9;1.832;62.58;1.01
24;-314.91;1.833;133.55;3.0
23;43.94;1.832;106.64;1.49
23;57.6;1.833;79.88;2.26
24;63.9;1.832;64.92;1.03
21;28.33;1.832;60.83;2.26
22;85.06;1.832;91.09;1.27
21;287.87;1.833;385.83;3.0
24;215.5;1.832;215.5;1.0
24;104.54;1.832;104.54;1.04
24;-84.83;1.832;183.87;2.71
23;194.2;1.832;194.2;1.01
21;96.57;1.831;96.57;1.04
23;131.9;1.831;131.9;1.03
23;9.42;1.831;77.62;2.07
21;87.93;1.83;87.93;1.0
25;197.23;1.83;198.22;1.06
25;-460.04;1.831;280.35;3.0
20;84.2;1.83;84.2;1.0
23;-58.66;1.831;63.91;3.0
25;48.13;1.831;73.42;1.82
24;-5.74;1.831;117.79;1.86
21;-122.15;1.832;90.87;3.0
26;24.51;1.832;143.71;2.08
21;60.26;1.831;85.67;1.19
24;55.81;1.831;205.87;1.75
22;134.68;1.831;136.09;1.03
21;59.2;1.83;59.2;1.0
21;3.34;1.83;106.63;1.86
24;3.38;1.83;112.71;1.38
22;-37.46;1.831;40.75;3.0
24;-84.13;1.832;170.94;3.0
21;19.5;1.831;80.9;1.69
24;215.79;1.831;215.79;1.0
22;43.59;1.831;74.58;1.72
24;70.94;1.831;136.97;2.01
24;-137.76;1.832;80.51;3.0
21;-92.85;1.832;169.34;3.0
21;-23.68;1.833;41.15;3.0
22;85.4;1.833;93.34;1.07
24;152.61;1.832;153.51;1.05
21;101.88;1.832;125.7;1.33
22;181.87;1.832;275.49;1.2
25;-35.46;1.832;87.94;3.0
22;-58.95;1.832;468.32;2.08
21;-96.68;1.833;62.03;3.0
23;57.2;1.833;57.2;1.0
23;8.26;1.833;56.05;2.04
20;395.59;1.832;395.59;1.07
22;-18.18;1.833;45.69;3.0
23;-29.21;1.833;330.62;1.74
23;79.65;1.833;87.14;1.36
25;136.17;1.832;144.34;1.41
22;409.72;1.832;412.61;1.28
23;97.29;1.832;99.2;1.06
24;-83.82;1.832;80.54;3.0
23;150.63;1.832;150.63;1.05
21;17.06;1.832;64.86;1.79
24;322.74;1.831;322.74;1.04
22;8.5;1.832;52.48;2.23
24;39.66;1.831;71.44;1.63
25;-42.64;1.832;398.23;2.62
24;81.73;1.831;81.73;1.0
21;42.21;1.831;77.07;1.31
23;36.28;1.831;84.41;1.8
24;2.38;1.831;271.08;2.02
25;89.88;1.831;102.59;1.07
21;90.53;1.83;90.53;1.0
22;203.13;1.83;212.09;1.11
21;50.04;1.829;52.29;1.1
24;-67.06;1.83;203.44;2.64
24;76.3;1.83;117.06;1.69
23;-68.17;1.83;136.86;3.0
22;256.49;1.83;490.31;1.91
25;-228.19;1.831;602.46;3.0
22;58.58;1.831;59.17;1.02
24;85.89;1.83;86.88;1.05
22;50.27;1.83;52.69;1.04
20;80.8;1.829;84.34;1.2
24;9.76;1.83;83.11;2.53
26;-684.48;1.83;359.5;3.0
21;-86.02;1.831;84.44;3.0
21;25.19;1.831;49.69;1.44
21;163.03;1.83;163.03;1.03
24;-81.75;1.831;79.29;3.0
24;305.73;1.831;327.68;1.07
22;-13.57;1.831;135.06;2.36
24;164.43;1.831;233.06;1.21
25;88.66;1.83;88.66;1.0
25;-40.75;1.831;156.2;3.0
22;60.19;1.83;60.19;1.0
22;140.86;1.83;149.88;1.05
23;43.87;1.829;43.87;1.0
23;97.65;1.829;136.25;1.51
23;-95.83;1.83;69.9;3.0
21;80.66;1.829;80.66;1.0
24;-24.19;1.83;72.83;2.18
22;48.49;1.829;63.93;1.02
25;-48.12;1.83;199.87;3.0
22;49.63;1.829;49.63;1.08
22;55.84;1.829;55.84;1.09
24;385.57;1.828;385.57;1.0
24;-82.01;1.829;102.18;3.0
22;220.9;1.829;241.29;1.4
23;333.17;1.829;387.29;1.37
22;93.0;1.828;147.22;1.22
23;49.6;1.828;62.8;1.09
24;33.72;1.828;64.55;1.44
23;49.15;1.827;50.67;1.05
24;-156.82;1.828;133.3;3.0
22;228.25;1.828;306.24;1.76
25;-110.32;1.828;113.59;3.0
23;54.7;1.828;56.74;1.16
22;85.9;1.828;104.15;1.46
21;79.92;1.827;80.85;1.05
21;-19.91;1.828;71.74;3.0
22;151.59;1.828;173.32;1.1
22;-97.62;1.828;323.31;3.0
21;90.25;1.828;107.61;1.11
22;9.52;1.828;133.63;2.37
20;-87.45;1.829;306.34;3.0
25;-108.87;1.83;86.0;3.0
24;64.27;1.829;71.58;1.18
22;55.63;1.829;89.75;1.84
23;-130.17;1.83;84.55;3.0
23;242.06;1.83;242.06;1.0
23;-109.83;1.83;111.28;3.0
22;79.15;1.83;107.58;1.66
22;183.27;1.831;213.39;2.79
23;12.97;1.831;74.4;2.14
22;40.83;1.83;42.67;1.05
24;142.27;1.83;195.43;1.48
24;2.41;1.831;51.21;2.38
25;-48.16;1.831;125.36;3.0
23;113.92;1.831;118.75;1.19
23;-63.5;1.832;100.36;3.0
23;-151.64;1.832;115.37;3.0
23;-194.6;1.833;231.28;3.0
21;50.65;1.833;50.65;1.02
22;-116.66;1.833;106.09;3.0
25;145.49;1.833;179.56;1.65
25;99.43;1.833;153.31;1.04
22;-15.24;1.833;120.34;2.78
22;-280.58;1.834;243.84;3.0
23;103.41;1.833;103.41;1.0
23;136.59;1.833;138.87;1.05
24;215.16;1.832;215.16;1.0
24;-218.33;1.833;100.39;3.0
25;75.62;1.833;76.19;1.04
25;-468.32;1.833;220.69;3.0
22;81.15;1.833;109.72;1.23
21;326.62;1.833;327.45;1.27
21;-51.54;1.833;106.53;3.0
26;-146.76;1.834;342.22;3.0
22;12.45;1.834;59.86;1.94
22;26.66;1.834;77.74;1.54
22;76.2;1.833;91.56;1.06
21;-46.55;1.834;88.37;3.0
24;-101.69;1.835;73.09;3.0
24;36.01;1.834;60.42;1.32
25;59.5;1.834;62.78;1.23
21;33.21;1.834;48.78;1.47
26;37.39;1.834;112.06;1.82
23;272.29;1.833;272.29;1.0
25;299.26;1.833;302.07;1.04
22;244.23;1.832;244.23;1.0
27;28.15;1.832;200.71;1.57
23;28.69;1.832;74.62;1.66
23;56.17;1.832;101.18;2.09
25;37.85;1.832;63.38;1.65
20;242.59;1.832;249.52;1.12
22;-610.32;1.832;329.04;3.0
20;51.06;1.832;70.86;1.08
25;153.32;1.832;163.41;1.16
23;99.55;1.831;296.58;1.42
23;186.84;1.832;255.35;2.98
22;-9.07;1.832;101.55;1.64
25;-80.67;1.833;84.5;3.0
24;8.96;1.833;67.69;2.86
21;31.96;1.833;58.36;2.14
21;64.98;1.833;67.56;1.07
20;71.54;1.833;149.01;1.69
24;95.97;1.833;161.15;1.93
21;112.69;1.833;126.93;2.12
22;-105.11;1.834;100.74;3.0
22;-26.13;1.834;90.61;2.68
21;225.58;1.834;240.15;1.15
22;53.77;1.833;53.77;1.03
22;176.2;1.834;216.76;2.24
23;65.9;1.834;119.07;2.52
26;-69.0;1.835;111.17;3.0
20;-93.35;1.835;220.45;3.0
24;-242.01;1.836;127.7;3.0
22;-70.27;1.837;163.71;3.0
25;78.2;1.836;90.12;1.42
23;71.97;1.836;71.97;1.05
25;-317.33;1.837;70.92;3.0
24;-1032.02;1.837;128.96;3.0
24;223.71;1.837;756.67;1.58
22;5.86;1.837;71.4;2.01
22;136.26;1.837;136.26;1.02
25;-98.52;1.837;68.27;3.0
24;203.25;1.837;405.4;1.22
21;128.4;1.837;135.78;1.07
22;63.6;1.836;116.88;1.44
25;170.65;1.836;170.65;1.04
22;136.23;1.836;136.23;1.03
21;89.5;1.835;89.5;1.0
25;33.85;1.835;83.83;1.66
24;84.02;1.835;122.62;1.63
22;-77.68;1.835;154.55;3.0
24;78.66;1.835;96.62;1.03
22;16.9;1.835;57.45;2.08
23;-0.62;1.835;61.91;2.38
22;573.39;1.835;573.39;1.02
22;102.51;1.835;108.57;1.29
23;-1140.99;1.835;442.48;3.0
21;163.0;1.835;163.0;1.01
22;-38.41;1.835;185.26;2.33
22;0.67;1.835;85.23;1.61
22;-59.17;1.836;78.11;3.0
22;16.79;1.835;34.46;1.5
23;125.99;1.835;125.99;1.02
24;51.1;1.835;76.64;1.62
23;-345.38;1.836;161.95;3.0
24;31.05;1.835;60.32;1.57
22;23.86;1.835;83.15;1.71
24;253.26;1.835;253.26;1.0
22;-27.85;1.836;105.15;3.0
23;-197.49;1.836;166.08;3.0
24;-247.87;1.837;149.46;3.0
24;41.55;1.837;51.96;1.35
22;-94.16;1.837;87.31;3.0
24;57.28;1.837;64.8;1.14
25;47.78;1.837;52.52;1.28
26;237.53;1.836;238.21;1.03
25;-21.84;1.836;234.01;2.48
22;-210.8;1.837;101.25;3.0
21;-161.64;1.838;199.08;3.0
23;31.85;1.837;45.9;1.28
24;193.51;1.837;227.95;1.82
24;48.63;1.838;126.64;2.35
21;42.49;1.837;42.49;1.05
22;52.24;1.837;52.24;1.0
22;77.78;1.836;77.78;1.0
21;52.14;1.836;79.22;1.31
25;11.79;1.836;78.55;1.42
21;36.38;1.836;81.94;2.59
21;-37.65;1.837;44.46;3.0
21;401.95;1.836;402.54;1.12
24;-88.74;1.836;367.19;1.7
23;-31.06;1.837;66.81;3.0
23;74.75;1.837;74.75;1.0
22;62.29;1.836;62.29;1.0
26;83.22;1.836;91.46;1.05
24;323.36;1.835;334.5;1.1
24;230.13;1.835;230.89;1.05
25;80.9;1.835;124.95;1.63
23;4.59;1.835;59.92;2.35
25;141.39;1.835;142.31;1.09
24;72.05;1.835;112.47;1.58
25;158.86;1.834;160.0;1.05
23;488.63;1.834;488.63;1.0
23;-77.24;1.834;174.01;3.0
23;62.95;1.834;85.84;1.07
22;-81.03;1.835;69.3;3.0
24;-212.14;1.835;311.67;3.0
22;27.7;1.835;75.99;1.63
24;231.17;1.835;259.29;1.35
26;11.48;1.835;101.99;2.16
24;274.63;1.835;274.63;1.0
24;88.78;1.834;112.19;1.1
24;-53.67;1.835;61.68;3.0
22;-44.99;1.835;93.99;3.0
22;38.5;1.835;51.37;1.17
26;5.51;1.835;65.76;1.96
22;48.67;1.835;57.67;1.27
22;-70.23;1.836;153.85;3.0
24;258.66;1.836;281.28;1.77
21;96.71;1.835;96.71;1.0
22;73.17;1.835;73.17;1.07
22;-179.04;1.835;94.29;3.0
19;37.42;1.835;62.27;2.03
23;221.2;1.835;556.31;1.09
25;-79.58;1.836;96.03;3.0
24;46.1;1.836;93.58;1.83
23;-292.16;1.836;53.46;3.0
20;72.27;1.836;72.27;1.08
24;-902.29;1.836;346.92;3.0
22;55.99;1.836;67.06;1.07
22;65.05;1.836;65.05;1.01
21;152.71;1.835;152.71;1.0
24;-155.33;1.836;131.25;3.0
26;44.81;1.836;83.56;1.72
23;-15.65;1.836;113.47;2.61
23;150.45;1.836;518.76;1.05
23;363.04;1.835;363.04;1.04
24;36.06;1.836;120.79;3.0
23;59.98;1.835;59.98;1.0
26;-178.15;1.836;136.45;3.0
24;-98.03;1.837;65.9;3.0
22;-52.69;1.837;82.2;3.0
22;-154.46;1.838;192.61;3.0
24;75.67;1.838;86.57;1.12
25;63.0;1.837;63.0;1.04
23;75.46;1.837;76.34;1.02
22;77.4;1.836;77.4;1.01
25;-95.95;1.837;75.55;3.0
23;-29.44;1.837;49.81;3.0
21;360.6;1.837;360.6;1.02
26;135.96;1.837;177.51;1.75
21;-4.7;1.837;76.31;1.63
22;-79.71;1.838;101.34;3.0
23;18.96;1.837;44.5;1.54
21;73.63;1.837;73.63;1.0
23;-6.49;1.837;265.55;1.73
20;148.99;1.837;196.77;1.31
22;-53.55;1.837;40.7;3.0
22;53.14;1.837;68.53;1.14
21;67.1;1.836;67.1;1.09
23;208.78;1.837;462.12;2.43
21;52.65;1.836;66.35;1.12
25;95.14;1.836;109.81;1.3
20;-342.07;1.836;400.03;2.24
24;45.34;1.836;72.89;1.53
25;96.62;1.836;97.26;1.05
22;62.6;1.836;70.01;1.68
22;-60.76;1.836;248.99;3.0
23;-150.01;1.836;444.18;1.75
26;-67.33;1.837;67.71;3.0
21;29.39;1.837;44.96;1.69
24;107.16;1.836;107.16;1.06
20;231.27;1.836;251.35;1.33
26;75.08;1.836;75.08;1.0
24;216.26;1.835;216.26;1.02
21;32.43;1.835;32.43;1.01
23;125.99;1.835;138.33;1.87
24;41.76;1.835;287.3;2.11
21;-32.41;1.835;41.52;3.0
21;-32.17;1.836;41.99;3.0
25;-1147.79;1.837;141.99;3.0
24;91.4;1.836;91.4;1.0
23;-20.18;1.837;79.73;3.0
23;100.57;1.836;148.5;1.07
24;112.23;1.836;112.23;1.0
25;130.2;1.836;132.27;1.11
25;96.33;1.835;96.33;1.0
23;161.3;1.835;175.31;1.28
25;273.63;1.835;300.25;1.58
23;-69.29;1.835;62.49;3.0
23;-173.99;1.836;195.86;3.0
25;59.67;1.836;66.73;1.25
22;250.72;1.835;250.72;1.03
22;-190.61;1.836;384.65;2.62
21;59.62;1.835;59.62;1.01
22;-154.48;1.836;76.03;3.0
22;-191.36;1.836;152.45;3.0
24;-96.3;1.837;51.22;3.0
21;39.66;1.837;181.88;1.58
24;-76.51;1.837;239.58;2.0
22;101.83;1.837;112.82;1.04
21;282.14;1.836;285.73;1.07
23;150.8;1.836;150.8;1.03
22;71.54;1.836;180.93;3.0
20;133.75;1.836;166.59;1.56
20;431.36;1.836;431.36;1.04
22;396.01;1.835;400.36;1.11
22;31.6;1.835;40.38;1.27
26;120.13;1.836;245.03;3.0
22;310.15;1.835;310.15;1.0
24;-41.41;1.836;44.86;3.0
24;169.57;1.836;170.18;1.07
23;237.59;1.835;242.56;1.05
24;-102.71;1.836;168.29;3.0
23;79.74;1.835;79.74;1.0
25;40.9;1.835;52.63;1.5
24;47.54;1.835;57.64;1.23
24;42.12;1.835;63.82;1.37
26;131.64;1.834;131.64;1.0
23;144.57;1.834;243.45;1.76
22;203.22;1.834;213.01;1.4
22;-35.57;1.835;65.58;3.0
24;74.5;1.835;95.07;1.86
23;183.31;1.834;191.78;1.45
22;104.78;1.834;114.5;1.28
21;26.0;1.834;47.24;1.78
21;48.94;1.834;146.02;1.25
22;259.07;1.833;259.9;1.04
21;-188.99;1.834;111.51;3.0
25;24.41;1.834;74.83;1.67
24;-19.56;1.834;91.91;2.91
25;463.75;1.834;463.75;1.02
21;327.61;1.834;327.61;1.07
23;67.02;1.834;97.52;2.67
23;12.41;1.835;83.23;2.89
22;207.25;1.834;240.0;1.56
21;-40.6;1.835;85.46;2.91
25;90.63;1.835;95.05;1.04
24;-33.51;1.835;111.3;2.07
25;-81.05;1.835;214.22;2.36
23;-51.92;1.835;123.44;2.69
24;480.12;1.835;480.12;1.0
24;85.81;1.835;110.01;1.27
25;-295.86;1.835;127.95;3.0
23;-425.66;1.836;252.89;3.0
22;66.73;1.835;66.73;1.0
24;136.42;1.835;176.06;1.53
21;8.65;1.835;63.06;1.53
22;-5.04;1.835;41.72;2.25
19;-134.58;1.836;105.48;3.0
23;310.36;1.836;347.72;1.31
22;191.62;1.835;192.72;1.13
21;50.08;1.835;50.08;1.0
22;40.6;1.835;66.8;1.41
22;51.96;1.834;110.38;1.16
24;270.39;1.834;282.29;1.49
23;-74.0;1.835;94.23;3.0
24;-38.22;1.835;215.62;1.7
21;-394.64;1.835;263.86;3.0
21;243.9;1.835;243.9;1.07
23;-91.04;1.835;470.04;2.78
23;289.81;1.835;296.27;1.14
22;72.72;1.835;86.73;1.92
25;166.55;1.835;206.96;1.76
25;29.53;1.835;103.93;1.67
22;68.49;1.835;88.3;1.39
21;-151.64;1.835;102.42;3.0
21;6.34;1.835;57.49;2.2
24;147.83;1.835;148.85;1.05
22;-38.92;1.836;94.92;3.0
23;83.1;1.835;90.22;1.04
22;-37.42;1.836;54.2;3.0
25;-57.78;1.836;71.98;3.0
22;106.5;1.836;106.5;1.01
24;-133.81;1.837;100.57;3.0
22;181.03;1.836;181.03;1.03
22;-136.68;1.837;173.66;3.0
23;-87.19;1.837;55.2;3.0
24;26.98;1.838;69.44;2.25
23;-77.16;1.838;220.13;1.98
23;-95.33;1.838;331.8;3.0
25;92.15;1.838;92.15;1.0
23;-16.24;1.838;82.37;3.0
22;234.86;1.839;344.08;3.0
23;-475.19;1.84;366.96;3.0
22;38.66;1.839;71.62;1.69
25;-68.77;1.84;245.22;3.0
25;197.75;1.84;198.58;1.02
24;86.86;1.839;99.24;1.27
25;-443.87;1.84;341.36;3.0
22;94.58;1.84;96.38;1.07
21;76.35;1.839;78.33;1.04
24;73.21;1.839;79.87;1.93
23;184.0;1.839;184.0;1.05
22;339.91;1.838;339.91;1.01
24;106.81;1.838;107.66;1.04
22;-95.99;1.839;190.63;3.0
22;57.39;1.838;57.39;1.0
22;64.73;1.838;70.86;1.41
22;-23.59;1.839;64.84;3.0
22;55.29;1.838;55.29;1.01
24;1.96;1.838;148.48;2.47
25;122.73;1.838;123.5;1.03
24;141.8;1.838;174.09;1.16
24;-122.04;1.838;98.64;3.0
23;290.74;1.838;617.78;1.48
22;380.83;1.838;418.44;2.35
21;-58.56;1.839;99.35;3.0
21;-35.28;1.84;58.69;3.0
22;48.8;1.839;48.8;1.04
23;41.05;1.839;72.85;1.66
21;-40.16;1.84;67.84;3.0
21;-34.74;1.84;39.02;3.0
21;190.57;1.841;268.12;2.7
25;-1115.63;1.841;270.17;3.0
23;85.17;1.841;87.56;1.06
21;-85.04;1.841;315.38;2.78
23;78.53;1.841;96.15;1.34
23;297.33;1.841;297.33;1.03
21;47.26;1.84;68.6;1.64
23;-114.15;1.841;102.07;3.0
24;11.89;1.841;142.76;1.52
23;324.11;1.84;493.11;1.04
22;110.5;1.84;116.36;1.07
21;35.67;1.84;90.09;1.14
21;133.12;1.839;138.18;1.23
21;65.7;1.839;69.36;1.01
21;1.28;1.839;37.67;2.25
23;-19.99;1.84;48.18;3.0
22;120.39;1.84;156.35;1.5
22;109.96;1.839;120.33;1.65
22;100.46;1.839;100.46;1.04
22;47.14;1.839;222.41;2.22
23;163.38;1.839;163.38;1.03
22;-70.61;1.839;84.99;3.0
24;-26.18;1.839;113.05;2.03
25;163.52;1.839;165.94;1.1
24;-87.22;1.84;113.05;3.0
21;139.3;1.84;149.89;1.48
22;-113.09;1.84;54.51;3.0
23;83.7;1.84;88.38;1.17
21;13.61;1.84;51.43;2.63
23;85.71;1.84;85.71;1.0
21;37.2;1.839;66.24;1.33
23;45.68;1.839;72.5;1.74
22;87.87;1.839;87.87;1.02
22;37.91;1.839;39.75;1.06
22;56.54;1.838;56.54;1.02
25;90.8;1.838;117.57;1.5
25;80.13;1.838;111.26;2.02
22;76.43;1.838;92.39;1.26
22;52.96;1.837;52.96;1.0
21;47.72;1.837;57.9;1.16
21;56.16;1.837;134.39;1.19
23;82.3;1.837;104.61;1.77
23;73.13;1.837;219.38;1.33
21;24.87;1.837;74.48;1.96
22;66.6;1.836;66.6;1.06
24;20.92;1.836;52.77;1.85
22;257.58;1.836;265.52;1.11
22;-245.41;1.837;372.71;3.0
22;-264.57;1.837;148.5;3.0
23;44.32;1.837;44.32;1.05
25;58.82;1.836;88.7;1.16
22;50.49;1.836;50.49;1.0
22;35.44;1.836;89.09;2.74
21;108.22;1.836;152.39;1.1
25;105.91;1.836;105.91;1.03
21;-436.83;1.836;57.52;3.0
22;210.95;1.836;216.15;1.23
22;97.61;1.836;101.78;1.35
21;85.37;1.835;85.37;1.0
17;33.62;1.1;34.35;1.06
24;-133.14;1.9;160.86;2.7
21;44.15;1.8;68.36;1.55
25;9.02;1.825;61.38;1.93
25;14.79;1.98;99.65;2.56
21;47.63;1.883;55.15;1.36
19;33.01;1.757;33.01;1.04
24;-679.67;1.913;90.47;3.0
20;48.87;1.811;49.85;1.04
23;-81.49;1.93;61.5;3.0
22;41.42;1.864;49.42;1.2
17;-52.02;3.0;159.91;3.0
16;25.96;2.05;34.46;1.05
18;62.78;1.733;63.7;1.08
24;-271.29;2.05;231.18;3.0
24;143.16;1.86;143.16;1.08
18;474.58;1.717;474.58;1.0
22;56.27;1.629;62.59;1.12
26;367.97;1.55;389.86;1.04
26;111.98;1.489;111.98;1.01
23;-132.78;1.64;227.44;3.0
17;10.37;1.7;69.2;2.31
17;-56.72;1.808;64.7;3.0
22;23.43;1.846;82.85;2.26
16;32.77;1.793;34.34;1.09
19;-34.62;1.78;231.57;1.56
18;-88.24;1.819;152.3;2.41
21;127.7;1.771;127.7;1.03
24;158.8;1.739;178.49;1.23
24;117.88;1.747;222.2;1.9
25;85.96;1.715;85.96;1.06
20;96.81;1.681;96.81;1.03
22;75.65;1.673;110.85;1.51
19;134.03;1.643;134.03;1.03
24;55.98;1.642;84.9;1.56
26;-21.92;1.696;168.16;3.0
23;112.17;1.673;137.43;1.15
18;-72.77;1.7;272.2;2.38
24;-95.65;1.746;73.41;3.0
18;223.37;1.721;223.37;1.01
23;155.14;1.697;155.14;1.0
24;151.54;1.674;151.54;1.01
18;-87.99;1.716;92.1;3.0
20;321.82;1.694;322.69;1.03
17;84.11;1.679;88.63;1.16
25;259.36;1.663;261.43;1.09
26;-253.51;1.7;110.84;3.0
22;117.58;1.681;118.12;1.03
23;188.96;1.689;229.74;2.0
24;170.49;1.687;194.05;1.57
22;128.41;1.675;137.52;1.18
21;-20.33;1.707;95.01;3.0
20;118.45;1.693;451.63;1.06
20;59.34;1.695;86.55;1.76
21;75.02;1.682;266.13;1.06
20;76.76;1.667;76.76;1.02
19;-109.91;1.696;57.26;3.0
18;71.05;1.681;71.88;1.02
20;41.41;1.671;47.64;1.16
19;76.42;1.657;76.42;1.03
17;-76.84;1.684;81.31;3.0
25;93.04;1.676;154.26;1.28
21;37.34;1.675;99.46;1.64
24;-15.94;1.685;125.42;2.16
17;-16.55;1.709;25.11;3.0
22;-25.47;1.727;62.67;2.71
23;-273.53;1.75;171.47;3.0
19;266.32;1.737;288.99;1.03
20;148.68;1.748;232.54;2.41
18;-46.77;1.769;65.84;3.0
21;-1091.05;1.79;383.45;3.0
24;-77.06;1.81;304.04;3.0
24;211.95;1.797;211.95;1.0
19;-57.95;1.816;63.33;3.0
21;-68.93;1.834;57.85;3.0
16;37.23;1.822;37.23;1.04
25;-57.73;1.839;133.71;3.0
24;106.86;1.827;107.78;1.02
21;-6.37;1.825;122.86;1.73
24;-172.39;1.842;326.29;3.0
21;108.7;1.831;114.55;1.1
16;90.0;1.82;90.0;1.0
22;79.71;1.81;85.17;1.1
25;121.01;1.805;144.22;1.52
23;-71.44;1.822;75.55;3.0
20;24.08;1.825;55.96;2.09
16;373.62;1.817;378.68;1.18
21;437.53;1.808;437.53;1.09
18;-26.59;1.823;39.29;3.0
21;66.31;1.815;70.17;1.17
17;32.69;1.815;41.6;1.78
21;44.94;1.809;67.14;1.26
17;-30.73;1.823;33.57;3.0
21;-121.65;1.837;145.0;3.0
19;-43.04;1.842;394.66;2.23
25;61.52;1.833;85.12;1.07
20;23.47;1.827;57.2;1.31
18;-112.46;1.84;109.28;3.0
21;306.39;1.835;369.96;1.35
23;222.3;1.826;223.82;1.03
22;162.22;1.819;164.71;1.2
22;113.1;1.811;113.78;1.07
21;376.55;1.809;422.35;1.62
20;-13.82;1.806;446.92;1.65
18;-184.53;1.819;159.7;3.0
23;290.16;1.815;300.34;1.4
20;-457.46;1.827;402.34;3.0
21;-20.49;1.833;45.56;2.44
18;-64.58;1.845;44.05;3.0
20;82.02;1.837;82.62;1.07
21;436.1;1.829;436.1;1.02
23;125.54;1.823;137.28;1.16
22;109.2;1.817;134.4;1.21
18;62.1;1.81;64.82;1.05
24;-81.36;1.821;307.81;3.0
23;108.67;1.813;108.67;1.0
18;79.64;1.806;83.35;1.03
23;-54.35;1.817;66.8;3.0
17;-6.48;1.819;44.13;2.02
16;-50.81;1.829;61.62;3.0
17;117.55;1.828;143.12;1.74
19;8.1;1.831;35.93;2.07
20;-49.73;1.841;99.92;3.0
21;124.38;1.834;124.38;1.02
18;49.85;1.826;50.62;1.03
22;38.3;1.823;51.75;1.43
17;35.5;1.816;35.5;1.0
24;112.34;1.811;178.38;1.28
17;-14.54;1.821;99.15;3.0
21;52.84;1.814;52.84;1.0
19;84.41;1.817;142.13;2.11
17;47.12;1.812;48.3;1.17
16;-45.17;1.821;50.83;3.0
20;4.13;1.82;55.33;1.57
24;47.14;1.816;82.24;1.41
23;269.97;1.81;269.97;1.0
17;32.46;1.803;33.25;1.01
24;40.71;1.804;142.93;1.86
16;6.18;1.803;47.17;1.66
20;-36.07;1.812;39.87;3.0
19;29.31;1.813;40.25;1.88
18;38.12;1.822;85.33;3.0
16;42.84;1.817;42.84;1.07
21;-32.97;1.826;43.34;3.0
20;69.71;1.819;69.71;1.03
21;215.54;1.814;216.42;1.06
16;71.63;1.808;74.0;1.04
19;238.5;1.802;238.5;1.0
22;-37.4;1.811;100.62;3.0
17;7.15;1.811;64.22;1.79
17;-140.08;1.819;102.58;3.0
22;54.06;1.82;76.07;1.94
17;394.85;1.817;402.48;1.41
19;-55.65;1.825;56.7;3.0
22;298.12;1.819;299.42;1.03
18;-49.09;1.827;113.86;2.88
17;203.29;1.822;204.76;1.05
23;53.97;1.818;66.32;1.16
22;64.4;1.826;149.9;3.0
18;-14.19;1.832;55.02;2.82
18;75.74;1.827;77.62;1.09
21;-72.28;1.829;163.2;2.09
22;-264.68;1.837;272.38;3.0
22;31.37;1.838;86.27;2.05
17;59.72;1.832;59.72;1.0
19;-323.82;1.84;95.95;3.0
23;81.67;1.839;119.16;1.67
21;52.92;1.837;105.2;1.54
23;-176.14;1.844;371.33;3.0
23;49.84;1.847;162.81;2.25
23;48.82;1.854;104.01;3.0
16;1.49;1.855;45.19;2.04
22;42.21;1.85;61.5;1.06
19;55.24;1.845;57.96;1.05
21;223.73;1.84;229.24;1.03
16;-20.85;1.847;39.81;3.0
22;471.2;1.842;471.2;1.0
25;240.48;1.838;352.7;1.25
25;-224.83;1.845;373.81;3.0
23;89.41;1.84;89.41;1.0
22;-22.96;1.847;60.85;3.0
18;141.01;1.844;141.01;1.26
20;212.48;1.842;399.51;1.49
19;26.67;1.838;47.92;1.13
24;67.17;1.833;67.17;1.0
24;216.44;1.83;230.82;1.45
18;104.44;1.826;104.44;1.04
23;56.71;1.821;57.62;1.05
23;60.7;1.817;60.7;1.03
19;142.84;1.812;145.18;1.03
19;-22.77;1.819;36.07;3.0
24;207.88;1.821;326.73;2.2
20;-11.55;1.827;46.88;3.0
17;-206.49;1.83;424.8;2.32
22;129.5;1.826;129.5;1.03
24;299.65;1.822;302.42;1.05
20;12.4;1.823;50.42;2.01
23;38.85;1.821;53.07;1.57
17;-99.07;1.828;146.3;3.0
19;47.79;1.825;59.3;1.29
20;-13.76;1.829;68.76;2.69
20;-81.86;1.836;56.39;3.0
24;442.76;1.831;447.77;1.03
24;20.64;1.837;616.96;2.88
20;35.13;1.834;59.12;1.18
23;256.03;1.836;527.08;2.31
19;107.48;1.832;107.48;1.0
19;26.74;1.827;32.83;1.03
24;-142.16;1.833;102.22;3.0
20;-45.37;1.839;53.96;3.0
19;72.78;1.838;109.04;1.59
22;-166.91;1.844;171.46;3.0
20;-59.69;1.85;223.96;3.0
17;189.23;1.845;189.23;1.03
22;68.46;1.845;97.58;1.74
20;91.64;1.841;97.81;1.18
21;-33.27;1.847;68.28;3.0
22;-94.41;1.852;120.34;2.79
22;-20.04;1.857;47.17;3.0
20;-36.73;1.863;61.54;3.0
20;-56.73;1.868;75.65;3.0
19;448.99;1.864;448.99;1.02
